EEID,Full Name,Job Title,Department,Business Unit,Gender,Age,Hire Date,Annual Salary,Country,City,Exit Date
E03226,Angel Stewart,Vice President,Finance,Corporate,Male,28,6/22/2019,"$2,50,767 ",United States,Seattle,
E04607,Landon Brown,Vice President,Marketing,Corporate,Male,26,9/27/2020,"$2,23,055 ",United States,Columbus,
E02678,Nicholas Rivera,Director,Engineering,Corporate,Male,45,4/13/2007,"$1,89,680 ",Brazil,Sao Paulo,
E02190,Gabriel Carter,Test Engineer,Engineering,Manufacturing,Male,57,7/18/2018,"$71,167 ",United States,Columbus,
E00747,Leilani Baker,Technical Architect,IT,Speciality Products,Female,59,4/4/2010,"$76,027 ",United States,Seattle,
E00268,Ian Flores,Director,Engineering,Corporate,Male,48,12/10/2019,"$1,83,113 ",Brazil,Rio de Janerio,
E01416,Hudson Thompson,Analyst II,Accounting,Manufacturing,Male,30,10/20/2020,"$67,753 ",United States,Phoenix,
E01524,Ian Miller,Computer Systems Manager,IT,Corporate,Male,31,10/13/2016,"$63,744 ",United States,Austin,
E03849,Harper Chin,Quality Engineer,Engineering,Manufacturing,Female,50,7/9/2002,"$92,209 ",China,Shanghai,
E02801,Santiago f Brooks,Sr. Manger,Sales,Corporate,Male,51,9/1/2000,"$1,57,487 ",United States,Phoenix,
E04155,Dylan Dominguez,Sr. Analyst,Marketing,Research & Development,Male,42,4/7/2015,"$99,697 ",Brazil,Rio de Janerio,
E01952,Everett Lee,Network Administrator,IT,Research & Development,Male,45,2/26/2010,"$90,770 ",United States,Columbus,
E00116,Madelyn Mehta,Analyst,Sales,Speciality Products,Female,64,1/28/2005,"$55,369 ",United States,Phoenix,
E04811,Athena Vasquez,Field Engineer,Engineering,Speciality Products,Female,59,9/16/2014,"$69,578 ",Brazil,Rio de Janerio,
E00624,William Watson,Director,Accounting,Speciality Products,Male,41,6/4/2013,"$1,67,526 ",United States,Miami,
E03404,Everleigh Nunez,Field Engineer,Engineering,Speciality Products,Female,42,2/5/2021,"$65,507 ",Brazil,Manaus,
E01845,Leo Fernandez,Manager,Finance,Research & Development,Male,54,4/28/1998,"$1,08,268 ",Brazil,Sao Paulo,5/15/2004
E04784,Joshua Lin,Technical Architect,IT,Research & Development,Male,37,2/5/2016,"$80,055 ",China,Beijing,
E00145,Alexander Rivera,Sr. Analyst,Sales,Research & Development,Male,58,4/27/2009,"$76,802 ",Brazil,Manaus,
E00218,David Desai,Vice President,Sales,Speciality Products,Male,47,11/22/2016,"$2,53,249 ",United States,Austin,
E02185,Aubrey Yoon,Sr. Business Partner,Human Resources,Research & Development,Female,60,11/11/2005,"$78,388 ",China,Chongqing,
E01070,Grayson Brown,Vice President,IT,Corporate,Male,38,6/22/2016,"$2,49,870 ",United States,Chicago,
E03807,Noah Chen,Sr. Manger,Marketing,Manufacturing,Male,63,3/1/2015,"$1,48,321 ",China,Beijing,
E00784,Ella Nguyen,Service Desk Analyst,IT,Corporate,Female,60,2/10/2004,"$90,258 ",China,Chongqing,
E04925,Athena Jordan,System Administrator ,IT,Manufacturing,Female,42,2/19/2011,"$72,486 ",United States,Seattle,
E04448,Adrian Ruiz,Sr. Analyst,Finance,Corporate,Male,34,9/4/2014,"$95,499 ",Brazil,Sao Paulo,8/11/2017
E04817,Zoe Sanchez,Sr. Analyst,Accounting,Research & Development,Female,53,12/23/2004,"$90,212 ",Brazil,Sao Paulo,
E00325,Jameson Chen,Vice President,Marketing,Research & Development,Male,39,12/5/2019,"$2,54,057 ",China,Shanghai,
E00403,Liliana Soto,Business Partner,Human Resources,Manufacturing,Female,58,10/12/2010,"$43,001 ",United States,Austin,
E00436,Lincoln Reyes,Computer Systems Manager,IT,Manufacturing,Male,60,8/3/1998,"$85,120 ",United States,Seattle,
E04358,Grayson Soto,Business Partner,Human Resources,Manufacturing,Male,34,8/3/2015,"$52,200 ",United States,Columbus,
E04662,Julia Morris,Sr. Manger,Human Resources,Corporate,Female,60,10/18/2008,"$1,50,855 ",United States,Phoenix,
E01496,Ava Ortiz,Enterprise Architect,IT,Manufacturing,Female,53,7/20/2004,"$65,702 ",United States,Columbus,
E01870,Carson Chau,Director,Finance,Corporate,Male,58,10/12/2007,"$1,62,038 ",China,Chongqing,
E03971,Lillian Chen,Sr. Manger,Marketing,Research & Development,Female,25,4/9/2020,"$1,57,057 ",United States,Columbus,
E03616,Josiah Lewis,Manager,IT,Research & Development,Male,46,8/11/2021,"$1,27,559 ",United States,Austin,
E00153,Claire Jones,Field Engineer,Engineering,Corporate,Female,39,3/12/2019,"$62,644 ",United States,Seattle,
E02313,Jeremiah Lu,Network Architect,IT,Manufacturing,Male,50,3/6/2001,"$73,907 ",China,Shanghai,
E02960,Nova Hill,Sr. Analyst,Accounting,Manufacturing,Female,56,3/10/2018,"$90,040 ",United States,Chicago,
E00096,Peyton Cruz,Development Engineer,Engineering,Manufacturing,Female,30,5/26/2016,"$91,134 ",Brazil,Sao Paulo,
E02140,Naomi Zhao,Vice President,Human Resources,Speciality Products,Female,45,9/22/2021,"$2,01,396 ",United States,Miami,
E00826,Rylee Bui,Analyst,Accounting,Corporate,Female,55,12/22/2011,"$54,733 ",China,Chongqing,
E03881,Andrew Reed,System Administrator ,IT,Corporate,Male,28,6/17/2019,"$65,341 ",United States,Miami,4/11/2022
E02604,Brooklyn Collins,Sr. Manger,Finance,Corporate,Female,59,10/27/2018,"$1,39,208 ",United States,Austin,
E02613,John Jung,Sr. Analyst,Sales,Speciality Products,Male,63,3/12/2018,"$73,200 ",China,Shanghai,
E00864,Samantha Aguilar,Manager,Accounting,Speciality Products,Female,46,4/24/2010,"$1,02,636 ",United States,Seattle,
E01760,Madeline Acosta,Sr. Account Representative,Sales,Speciality Products,Female,26,2/9/2021,"$87,427 ",Brazil,Sao Paulo,
E03223,Ethan Joseph,IT Coordinator,IT,Research & Development,Male,45,5/28/2018,"$49,219 ",United States,Columbus,
E01262,Miles Mehta,Manager,Finance,Manufacturing,Male,50,5/19/2018,"$1,06,437 ",China,Chongqing,
E01075,Joshua Juarez,Analyst II,Finance,Manufacturing,Male,46,5/5/2015,"$64,364 ",Brazil,Sao Paulo,
E00364,Matthew Howard,Director,Human Resources,Manufacturing,Male,50,10/17/2021,"$1,72,180 ",United States,Columbus,
E04108,Jade Figueroa,Sr. Analyst,Sales,Manufacturing,Female,33,5/14/2012,"$88,343 ",Brazil,Rio de Janerio,
E02917,Everett Morales,Solutions Architect,IT,Speciality Products,Male,57,7/10/2014,"$66,649 ",Brazil,Rio de Janerio,
E03720,Genesis Hunter,Manager,Finance,Corporate,Female,48,4/22/1999,"$1,02,847 ",United States,Chicago,
E03393,Henry Figueroa,Sr. Manger,Finance,Manufacturing,Male,46,7/19/2010,"$1,34,881 ",Brazil,Manaus,
E02977,Nicholas Song,Analyst II,Marketing,Manufacturing,Male,52,5/23/1999,"$68,807 ",China,Chengdu,11/30/2015
E03371,Jack Alexander,Vice President,IT,Manufacturing,Male,56,5/29/2006,"$2,28,822 ",United States,Miami,
E02531,Jameson Foster,Analyst,Marketing,Manufacturing,Male,28,7/18/2021,"$43,391 ",United States,Columbus,
E02473,Leonardo Lo,Quality Engineer,Engineering,Speciality Products,Male,29,11/15/2021,"$91,782 ",China,Chongqing,
E02468,Ella Huang,Vice President,Marketing,Corporate,Female,45,2/28/2016,"$2,11,637 ",United States,Chicago,
E01499,Liam Jordan,Computer Systems Manager,IT,Manufacturing,Male,28,8/8/2020,"$73,255 ",United States,Phoenix,
E03697,Isaac Woods,Manager,Sales,Corporate,Male,28,1/8/2021,"$1,08,826 ",United States,Miami,
E00593,Luke Wilson,Solutions Architect,IT,Speciality Products,Male,34,5/24/2016,"$94,352 ",United States,Miami,
E01103,Lyla Alvarez,IT Systems Architect,IT,Research & Development,Female,55,8/30/1994,"$73,955 ",United States,Phoenix,
E03889,Caleb Flores,Manager,Human Resources,Manufacturing,Male,34,8/13/2013,"$1,13,909 ",Brazil,Rio de Janerio,
E01958,Angel Lin,Network Administrator,IT,Manufacturing,Male,27,12/24/2020,"$92,321 ",United States,Chicago,
E01870,Easton Moore,Computer Systems Manager,IT,Research & Development,Male,52,5/23/2013,"$99,557 ",United States,Seattle,
E01167,Kinsley Collins,Automation Engineer,Engineering,Speciality Products,Female,28,11/14/2018,"$1,15,854 ",United States,Phoenix,
E00099,Brooklyn Salazar,IT Systems Architect,IT,Manufacturing,Female,44,3/1/2011,"$82,462 ",United States,Austin,
E00044,Scarlett Jenkins,Vice President,IT,Research & Development,Female,53,11/9/2011,"$1,98,473 ",United States,Miami,
E00711,Melody Chin,Sr. Manger,Finance,Corporate,Female,43,10/15/2006,"$1,53,492 ",United States,Chicago,
E04795,Eloise Alexander,Vice President,Human Resources,Corporate,Female,28,1/21/2018,"$2,08,210 ",United States,Seattle,
E03912,Carter Turner,Sr. Analyst,Marketing,Corporate,Male,33,11/17/2015,"$91,632 ",United States,Phoenix,
E02103,Andrew Ma,HRIS Analyst,Human Resources,Corporate,Male,31,9/24/2017,"$71,755 ",China,Chongqing,
E04213,Hailey Xi,Manager,Accounting,Corporate,Female,52,11/19/2021,"$1,11,006 ",China,Chongqing,
E04756,Aiden Le,Cloud Infrastructure Architect,IT,Corporate,Male,55,12/24/1994,"$99,774 ",United States,Austin,
E04114,Christopher Lim,Director,IT,Research & Development,Male,55,3/13/2007,"$1,84,648 ",China,Shanghai,
E01423,James Castillo,Vice President,IT,Manufacturing,Male,51,7/19/2001,"$2,47,874 ",Brazil,Manaus,
E03181,Greyson Dang,Development Engineer,Engineering,Manufacturing,Male,60,5/11/2009,"$62,239 ",China,Beijing,
E03305,Hannah King,Manager,Accounting,Speciality Products,Female,31,10/7/2014,"$1,14,911 ",United States,Chicago,
E00703,Wesley Dominguez,Engineering Manager,Engineering,Corporate,Male,45,4/27/2018,"$1,15,490 ",United States,Chicago,
E04403,Dominic Hu,Manager,Accounting,Speciality Products,Male,34,2/13/2012,"$1,18,708 ",China,Shanghai,
E00103,Nora Park,Director,Accounting,Speciality Products,Female,29,6/28/2017,"$1,97,649 ",United States,Columbus,
E04487,Audrey Hwang,Sr. Analyst,Accounting,Speciality Products,Female,45,6/17/2020,"$89,841 ",China,Beijing,
E01194,Ella Jenkins,Analyst II,Finance,Speciality Products,Female,52,12/20/2019,"$61,026 ",United States,Phoenix,
E02179,Peyton Owens,Controls Engineer,Engineering,Speciality Products,Female,48,9/25/2014,"$96,693 ",United States,Chicago,
E04242,Alice Lopez,Test Engineer,Engineering,Speciality Products,Female,48,6/27/2009,"$82,907 ",United States,Seattle,
E01371,Dominic Le,Vice President,Marketing,Corporate,Male,41,10/4/2014,"$2,57,194 ",China,Chongqing,
E03065,Ezra Ortiz,Quality Engineer,Engineering,Research & Development,Male,41,1/21/2012,"$94,658 ",United States,Miami,
E01377,Grayson Luu,Quality Engineer,Engineering,Research & Development,Male,55,4/30/2011,"$89,419 ",China,Shanghai,
E03097,Brooks Stewart,HRIS Analyst,Human Resources,Manufacturing,Male,45,12/19/2015,"$51,983 ",United States,Columbus,
E01668,Naomi Xi,Director,Finance,Corporate,Female,53,2/17/2002,"$1,79,494 ",China,Chongqing,
E03354,Silas Estrada,IT Systems Architect,IT,Corporate,Male,49,6/24/2016,"$68,426 ",Brazil,Rio de Janerio,
E02088,Skylar Ayala,Sr. Manger,Finance,Corporate,Female,55,2/6/2017,"$1,44,986 ",United States,Phoenix,
E03980,Lydia Huynh,Account Representative,Sales,Speciality Products,Female,45,8/16/2000,"$60,113 ",United States,Chicago,
E00972,Hazel Cortez,HRIS Analyst,Human Resources,Research & Development,Female,52,4/18/2021,"$50,548 ",Brazil,Sao Paulo,
E00824,Everleigh Adams,Analyst II,Marketing,Manufacturing,Female,33,3/14/2020,"$68,846 ",United States,Chicago,
E04359,Layla Salazar,Solutions Architect,IT,Corporate,Female,59,3/19/2014,"$90,901 ",United States,Seattle,
E03113,Willow Chen,Manager,Accounting,Corporate,Female,50,9/3/2012,"$1,02,033 ",United States,Austin,
E01488,Penelope Griffin,Director,Sales,Manufacturing,Female,61,1/23/2021,"$1,51,783 ",United States,Seattle,
E01787,Lillian Romero,Director,Engineering,Corporate,Female,27,12/7/2018,"$1,70,164 ",United States,Austin,
E03550,Stella Wu,Sr. Manger,Marketing,Speciality Products,Female,35,2/20/2014,"$1,55,905 ",United States,Phoenix,
E01052,Parker Vang,Analyst,Sales,Corporate,Male,40,12/17/2016,"$50,733 ",United States,Miami,
E04799,Mila Roberts,Sr. Business Partner,Human Resources,Corporate,Female,30,1/26/2017,"$88,663 ",United States,Phoenix,
E03402,Isaac Liu,Field Engineer,Engineering,Manufacturing,Male,60,10/13/1992,"$88,213 ",China,Chongqing,
E04128,Jacob Doan,Analyst II,Sales,Speciality Products,Male,55,8/2/2021,"$67,130 ",United States,Miami,
E00013,Raelynn Ma,Sr. Analyst,Finance,Speciality Products,Female,33,10/8/2015,"$94,876 ",United States,Miami,
E03114,Jameson Juarez,Development Engineer,Engineering,Speciality Products,Male,62,10/9/1994,"$98,230 ",United States,Miami,
E04004,Everleigh Shah,Test Engineer,Engineering,Research & Development,Female,36,12/14/2018,"$96,757 ",United States,Columbus,
E04472,Alexander Foster,Analyst II,Marketing,Manufacturing,Male,35,7/3/2020,"$51,513 ",United States,Columbus,
E00161,Ryan Ha,Vice President,Marketing,Corporate,Male,60,1/27/2007,"$2,34,311 ",United States,Miami,
E04417,Chloe Salazar,Sr. Manger,Human Resources,Speciality Products,Female,45,5/22/2011,"$1,52,353 ",United States,Seattle,
E04536,Layla Scott,Sr. Manger,Accounting,Speciality Products,Female,48,7/30/2010,"$1,24,774 ",United States,Phoenix,
E02534,Leah Khan,Director,Marketing,Corporate,Female,36,9/13/2010,"$1,57,070 ",China,Chongqing,
E02857,Mason Jimenez,Sr. Manger,Finance,Speciality Products,Male,44,8/8/2019,"$1,30,133 ",United States,Austin,5/18/2022
E03059,Hailey Dang,Manager,Marketing,Manufacturing,Female,64,9/21/2019,"$1,08,780 ",China,Shanghai,
E02477,Amelia Bui,Director,Engineering,Speciality Products,Female,46,10/21/2020,"$1,51,853 ",China,Chengdu,
E00022,Elena Her,Account Representative,Sales,Manufacturing,Female,62,9/17/2006,"$64,669 ",China,Chongqing,
E03370,Ian Cortez,Analyst II,Marketing,Research & Development,Male,61,4/30/2008,"$69,352 ",Brazil,Rio de Janerio,
E00555,Christian Ali,Analyst II,Marketing,Research & Development,Male,65,10/17/2001,"$74,631 ",China,Chongqing,
E03160,Carter Ortiz,Quality Engineer,Engineering,Speciality Products,Male,54,4/29/2012,"$96,441 ",Brazil,Sao Paulo,
E03919,Grayson Chan,Engineering Manager,Engineering,Speciality Products,Male,46,10/20/2011,"$1,14,250 ",China,Chengdu,
E01724,Nolan Molina,Computer Systems Manager,IT,Corporate,Male,36,12/27/2020,"$70,165 ",Brazil,Manaus,
E04087,Adam Kaur,Manager,IT,Corporate,Male,60,1/29/2000,"$1,09,059 ",China,Chengdu,
E02856,Amelia Kaur,Operations Engineer,Engineering,Research & Development,Female,30,11/14/2015,"$77,442 ",United States,Columbus,
E03805,Autumn Gonzales,Analyst II,Sales,Corporate,Female,34,6/6/2012,"$72,126 ",Brazil,Manaus,
E00319,Ezra Wilson,Service Desk Analyst,IT,Manufacturing,Male,55,10/18/2013,"$70,334 ",United States,Miami,
E01090,Jacob Cheng,Quality Engineer,Engineering,Research & Development,Male,59,12/23/2009,"$78,006 ",United States,Miami,
E04323,Melody Valdez,Director,IT,Manufacturing,Female,28,1/25/2021,"$1,60,385 ",United States,Miami,5/18/2021
E02687,Caroline Nelson,Vice President,Finance,Corporate,Female,36,1/11/2014,"$2,02,323 ",United States,Chicago,
E01407,Ellie Guerrero,Sr. Manger,Human Resources,Corporate,Female,29,7/13/2020,"$1,41,555 ",Brazil,Manaus,
E02748,Genesis Zhu,Director,Finance,Speciality Products,Female,34,7/20/2020,"$1,84,960 ",United States,Seattle,
E01995,Jonathan Ho,Vice President,IT,Manufacturing,Male,37,6/25/2011,"$2,21,592 ",United States,Columbus,
E01714,Savannah Park,HRIS Analyst,Human Resources,Manufacturing,Female,44,1/28/2009,"$53,301 ",United States,Seattle,
E04491,Nathan Chan,Cloud Infrastructure Architect,IT,Corporate,Male,45,3/2/2000,"$91,276 ",United States,Seattle,
E01076,Sofia Vu,Sr. Manger,Human Resources,Research & Development,Female,52,9/5/2017,"$1,40,042 ",United States,Austin,
E04131,Ruby Choi,Analyst,Accounting,Manufacturing,Female,40,12/6/2018,"$57,225 ",United States,Columbus,
E02843,Lily Pena,Manager,Human Resources,Speciality Products,Female,55,2/24/2010,"$1,02,839 ",United States,Miami,
E03758,Liam Zhang,Director,Marketing,Research & Development,Male,29,9/15/2021,"$1,99,783 ",United States,Chicago,4/10/2022
E02063,Ian Gutierrez,Sr. Business Partner,Human Resources,Research & Development,Male,32,4/9/2021,"$70,980 ",Brazil,Rio de Janerio,
E00638,David Simmons,Manager,Marketing,Corporate,Male,51,1/26/1997,"$1,04,431 ",United States,Phoenix,
E03571,Lincoln Henderson,Business Partner,Human Resources,Speciality Products,Male,28,6/27/2021,"$48,510 ",United States,Chicago,
E01820,Nathan Miller,Quality Engineer,Engineering,Speciality Products,Male,27,5/28/2019,"$70,110 ",United States,Miami,1/7/2021
E01712,James Singh,Director,Marketing,Corporate,Male,45,3/12/2008,"$1,86,138 ",China,Chongqing,
E00184,Kayden Ortega,Analyst,Accounting,Manufacturing,Male,58,4/19/2010,"$56,350 ",Brazil,Rio de Janerio,
E02706,Lucy Figueroa,Sr. Manger,Finance,Research & Development,Female,45,1/10/2016,"$1,49,761 ",United States,Columbus,
E02899,Joshua Cortez,Sr. Manger,Finance,Corporate,Male,44,8/11/2007,"$1,26,277 ",Brazil,Manaus,
E02478,Alexander Morris,Manager,Sales,Speciality Products,Male,33,6/21/2013,"$1,19,631 ",United States,Phoenix,
E04170,Grayson Chin,Vice President,IT,Research & Development,Male,26,5/9/2020,"$2,56,561 ",United States,Austin,
E00929,Allison Espinoza,Solutions Architect,IT,Speciality Products,Female,45,4/16/2020,"$66,958 ",United States,Miami,
E00530,Naomi Chu,Sr. Manger,Sales,Manufacturing,Female,46,2/29/2004,"$1,58,897 ",China,Chongqing,
E03824,Jameson Martin,Technical Architect,IT,Corporate,Male,37,2/15/2008,"$71,695 ",United States,Phoenix,
E02492,Sebastian Gupta,Sr. Analyst,Marketing,Corporate,Male,40,9/22/2014,"$73,779 ",China,Chongqing,5/9/2019
E01733,Eloise Pham,Manager,Sales,Speciality Products,Female,45,10/20/2011,"$1,23,640 ",China,Shanghai,
E02857,Valentina Davis,Analyst,Sales,Speciality Products,Female,33,4/13/2014,"$46,878 ",United States,Miami,
E04938,Brooklyn Daniels,Analyst,Marketing,Speciality Products,Female,64,2/10/2003,"$57,032 ",United States,Miami,
E04952,Paisley Gomez,Sr. Analyst,Sales,Manufacturing,Female,57,10/2/2007,"$98,150 ",Brazil,Rio de Janerio,
E02420,Madison Li,Director,Marketing,Manufacturing,Female,35,3/6/2017,"$1,71,426 ",China,Beijing,9/22/2017
E01639,Everleigh Simmons,Analyst,Finance,Manufacturing,Female,55,4/16/2021,"$48,266 ",United States,Chicago,
E03947,Logan Soto,Vice President,Finance,Research & Development,Male,36,8/18/2018,"$2,23,404 ",United States,Columbus,
E04535,Charlotte Vo,System Administrator ,IT,Speciality Products,Female,57,1/10/2014,"$74,854 ",United States,Seattle,
E00380,Alice Thompson,Vice President,Accounting,Speciality Products,Female,48,4/25/2007,"$2,17,783 ",United States,Seattle,
E01432,Peyton Garza,Systems Analyst,IT,Manufacturing,Female,53,8/15/2004,"$44,735 ",Brazil,Manaus,
E02628,Nora Nelson,Analyst II,Finance,Manufacturing,Female,41,1/9/2007,"$50,685 ",United States,Columbus,
E03578,Maverick Li,Analyst II,Sales,Research & Development,Male,34,3/10/2018,"$58,993 ",United States,Austin,
E03563,Ian Barnes,Operations Engineer,Engineering,Corporate,Male,47,6/8/2020,"$1,15,765 ",United States,Miami,2/2/2021
E02781,Athena Vu,Director,Accounting,Manufacturing,Female,63,3/6/2007,"$1,93,044 ",United States,Miami,
E04739,Ruby Washington,Analyst,Marketing,Research & Development,Female,65,6/17/2011,"$56,686 ",United States,Seattle,6/9/2015
E02665,Bella Butler,Sr. Manger,Finance,Manufacturing,Female,33,10/25/2019,"$1,31,652 ",United States,Seattle,
E04132,Kinsley Henry,Director,Marketing,Manufacturing,Female,45,2/29/2008,"$1,50,577 ",United States,Miami,
E00276,Kennedy Romero,Engineering Manager,Engineering,Research & Development,Female,37,12/27/2018,"$87,359 ",Brazil,Rio de Janerio,
E04277,Zoe Do,Analyst II,Sales,Speciality Products,Female,60,1/8/2014,"$51,877 ",China,Beijing,
E03890,Everett Khan,Solutions Architect,IT,Manufacturing,Male,43,1/18/2017,"$86,417 ",United States,Chicago,
E02012,Anna Han,System Administrator ,IT,Research & Development,Female,65,5/8/2003,"$96,548 ",United States,Austin,
E02881,Leilani Sharma,Sr. Analyst,Accounting,Manufacturing,Female,43,1/23/2014,"$92,940 ",China,Chengdu,
E03750,Jordan Cho,Analyst II,Accounting,Speciality Products,Male,28,8/24/2018,"$61,410 ",United States,Phoenix,
E00605,Nova Williams,Manager,Finance,Speciality Products,Female,61,4/25/2010,"$1,10,302 ",United States,Miami,
E04641,Scarlett Hill,Director,Engineering,Speciality Products,Female,45,4/22/2018,"$1,87,205 ",United States,Columbus,6/20/2022
E01019,Dominic Scott,Sr. Analyst,Sales,Corporate,Male,45,3/16/2011,"$81,687 ",United States,Phoenix,
E01519,Anthony Marquez,Vice President,IT,Speciality Products,Male,54,8/15/2009,"$2,41,083 ",United States,Columbus,
E03694,Elena Patterson,Vice President,Finance,Speciality Products,Female,38,11/9/2018,"$2,23,805 ",United States,Chicago,
E01123,Madison Nelson,Director,Accounting,Corporate,Female,27,7/16/2021,"$1,61,759 ",United States,Miami,
E01366,William Walker,Computer Systems Manager,IT,Research & Development,Male,40,2/24/2019,"$95,899 ",United States,Columbus,3/8/2021
E04005,Lincoln Wong,Sr. Analyst,Finance,Corporate,Male,49,6/7/2019,"$80,700 ",United States,Columbus,
E02770,James Huang,Manager,Human Resources,Speciality Products,Male,54,3/11/1997,"$1,28,136 ",China,Beijing,
E04018,Emery Ford,Analyst II,Marketing,Corporate,Female,39,4/18/2017,"$58,745 ",United States,Austin,
E01591,Paisley Trinh,Technical Architect,IT,Corporate,Female,57,5/4/1992,"$76,202 ",United States,Austin,12/18/1994
E04940,Hudson Williams,Vice President,Sales,Speciality Products,Male,36,3/19/2018,"$1,95,200 ",United States,Austin,
E03465,Harper Phan,Analyst II,Finance,Manufacturing,Female,45,12/7/2016,"$71,454 ",China,Shanghai,
E03870,Madeline Allen,Cloud Infrastructure Architect,IT,Manufacturing,Female,30,2/3/2020,"$94,652 ",United States,Seattle,
E01927,Charles Moore,Technical Architect,IT,Manufacturing,Male,34,2/16/2016,"$63,411 ",United States,Miami,
E03064,Lincoln Fong,Analyst II,Sales,Speciality Products,Male,31,2/17/2020,"$67,171 ",China,Chongqing,5/1/2021
E01883,Isla Guzman,Sr. Manger,Accounting,Speciality Products,Female,28,7/6/2019,"$1,52,036 ",Brazil,Rio de Janerio,
E03984,Hailey Foster,Controls Engineer,Engineering,Manufacturing,Female,55,3/21/2021,"$95,562 ",United States,Chicago,
E00446,Hudson Hill,Sr. Analyst,Sales,Research & Development,Male,30,11/4/2019,"$96,092 ",United States,Austin,
E02825,Wyatt Li,Vice President,Engineering,Manufacturing,Male,63,6/3/2013,"$2,54,289 ",United States,Chicago,
E04174,Maverick Henry,Computer Systems Manager,IT,Research & Development,Male,26,7/10/2019,"$69,110 ",United States,Chicago,
E01899,Xavier Jackson,Vice President,Marketing,Speciality Products,Male,52,6/11/2002,"$2,36,314 ",United States,Miami,
E02562,Christian Medina,Analyst,Marketing,Corporate,Male,51,6/19/2007,"$45,206 ",United States,Columbus,
E01006,Autumn Leung,Vice President,Finance,Research & Development,Female,25,11/15/2021,"$2,10,708 ",United States,Chicago,
E02903,Robert Vazquez,System Administrator ,IT,Corporate,Male,40,9/26/2021,"$87,770 ",United States,Austin,
E03642,Aria Roberts,Manager,Accounting,Corporate,Female,38,8/12/2015,"$1,06,858 ",United States,Seattle,
E02884,Axel Johnson,Director,Human Resources,Corporate,Male,60,4/14/2015,"$1,55,788 ",United States,Seattle,
E00701,Madeline Garcia,Sr. Business Partner,Human Resources,Speciality Products,Female,45,4/26/2019,"$74,891 ",Brazil,Rio de Janerio,
E04720,Christopher Chung,Controls Engineer,Engineering,Corporate,Male,28,12/18/2021,"$95,670 ",United States,Phoenix,
E01985,Eliana Turner,Account Representative,Sales,Research & Development,Female,65,9/29/2000,"$67,837 ",United States,Austin,
E03273,Daniel Shah,Analyst II,Sales,Research & Development,Male,41,6/4/2010,"$72,425 ",China,Beijing,
E02415,Penelope Gonzalez,Sr. Analyst,Sales,Corporate,Female,52,10/16/1994,"$93,103 ",United States,Phoenix,
E02877,Mila Allen,Controls Engineer,Engineering,Corporate,Female,56,10/14/2015,"$76,272 ",United States,Miami,10/22/2021
E00091,Emilia Chu,Analyst II,Finance,Manufacturing,Female,48,6/24/2003,"$55,760 ",United States,Austin,
E02563,Emily Clark,Vice President,Accounting,Corporate,Female,36,1/13/2020,"$2,53,294 ",United States,Miami,
E04221,Roman King,Analyst II,Finance,Corporate,Male,60,8/16/2007,"$58,671 ",United States,Columbus,
E04887,Emery Do,Account Representative,Sales,Research & Development,Female,40,3/16/2018,"$55,457 ",United States,Columbus,
E03170,Autumn Thao,Account Representative,Sales,Manufacturing,Female,63,9/26/2017,"$72,340 ",United States,Phoenix,4/3/2019
E01636,Naomi Coleman,Manager,Marketing,Corporate,Female,29,11/2/2016,"$1,22,054 ",United States,Phoenix,
E01387,Cora Zheng,Director,IT,Manufacturing,Female,27,1/3/2018,"$1,67,100 ",China,Chengdu,
E01363,Ayla Daniels,Technical Architect,IT,Corporate,Female,53,4/23/1997,"$78,153 ",United States,Miami,
E02249,Allison Daniels,Manager,Finance,Manufacturing,Female,37,4/14/2020,"$1,03,524 ",United States,Phoenix,
E02987,Mateo Harris,Manager,IT,Corporate,Male,30,8/5/2017,"$1,19,906 ",United States,Columbus,
E03655,Samantha Rogers,Analyst,Marketing,Speciality Products,Female,28,1/17/2020,"$45,061 ",United States,Miami,
E04048,Julian Lee,IT Systems Architect,IT,Corporate,Male,51,1/17/2003,"$91,399 ",United States,Seattle,
E03626,Nicholas Avila,Enterprise Architect,IT,Research & Development,Male,28,9/28/2017,"$97,336 ",United States,Austin,
E03694,Hailey Watson,Sr. Manger,Accounting,Corporate,Female,31,1/20/2017,"$1,24,629 ",United States,Columbus,
E02920,Willow Woods,Vice President,Human Resources,Speciality Products,Female,28,7/25/2021,"$2,31,850 ",United States,Miami,
E03220,Alexander Gonzales,Manager,Accounting,Research & Development,Male,34,6/4/2018,"$1,28,329 ",United States,Phoenix,
E01347,Aiden Gonzales,Vice President,Marketing,Speciality Products,Male,44,3/28/2021,"$1,86,033 ",Brazil,Sao Paulo,
E03968,Joshua Chin,Sr. Manger,Marketing,Manufacturing,Male,60,7/26/2021,"$1,21,480 ",United States,Phoenix,
E04299,Paisley Hall,Director,Human Resources,Speciality Products,Female,41,5/21/2010,"$1,53,275 ",United States,Columbus,
E01150,Allison Leung,Sr. Analyst,Sales,Research & Development,Female,62,5/18/2020,"$97,830 ",United States,Austin,
E03774,Hannah Mejia,Vice President,Marketing,Corporate,Female,47,3/13/1999,"$2,39,394 ",United States,Austin,
E01638,Elizabeth Huang,Analyst,Finance,Speciality Products,Female,62,9/20/2002,"$49,738 ",China,Beijing,
E01877,Abigail Garza,Analyst,Accounting,Manufacturing,Female,33,5/27/2018,"$45,049 ",United States,Seattle,
